year,month,state,rto,fuel_segment,fuel_type,fuel_filter,vehicle_category_filter,norms_filter,vehicle_class_filter,vehicle_count,scraped_at,source_url
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,3649,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,ALL,ALL,2,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,1621,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,ALL,ALL,0,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,LNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,ALL,ALL,144,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,NOT APPLICABLE,ALL,ALL,ALL,ALL,32,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,27273,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,750,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL(E20)/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,ALL,ALL,245,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,416,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,630,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Jharkhand,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,34,2026-05-20T18:25:01.153Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,ALL,ALL,5298,2026-05-20T18:25:18.096Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,13319,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,ALL,ALL,33,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,DUAL DIESEL/LNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,7146,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,ALL,ALL,0,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,ALL,ALL,503,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,NOT APPLICABLE,ALL,ALL,ALL,ALL,1059,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,94125,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,3288,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL(E20)/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL(E20)/HYBRID/CNG,ALL,ALL,ALL,ALL,1,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,ALL,ALL,2265,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,1458,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,NON_EV,PETROL/LPG,ALL,ALL,ALL,ALL,1,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,7409,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Karnataka,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,682,2026-05-20T18:25:18.098Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,ALL,ALL,1673,2026-05-20T18:25:34.936Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,5207,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,ALL,ALL,19,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,3948,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,ALL,ALL,0,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,ALL,ALL,3,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,62677,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,5909,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL(E20)/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL(E20)/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,ALL,ALL,703,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,2216,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,EV,PLUG-IN HYBRID EV,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,4472,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Kerala,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,622,2026-05-20T18:25:34.938Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,115,2026-05-20T18:25:51.978Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,4,2026-05-20T18:25:51.980Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,239,2026-05-20T18:25:51.980Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,0,2026-05-20T18:25:51.980Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,27,2026-05-20T18:25:51.980Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Ladakh,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,0,2026-05-20T18:25:51.980Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Lakshadweep,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,7,2026-05-20T18:26:08.787Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Lakshadweep,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,1,2026-05-20T18:26:08.790Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Lakshadweep,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,52,2026-05-20T18:26:08.790Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Lakshadweep,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,1,2026-05-20T18:26:08.790Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,ALL,ALL,1148,2026-05-20T18:26:25.869Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,13867,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,ALL,ALL,7,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,3911,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,ALL,ALL,0,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,ALL,ALL,6,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,NOT APPLICABLE,ALL,ALL,ALL,ALL,16,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,63796,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,621,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/CNG,ALL,ALL,ALL,ALL,1,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/HYBRID/CNG,ALL,ALL,ALL,ALL,0,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/LPG,ALL,ALL,ALL,ALL,1,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,ALL,ALL,2231,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,620,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,ALL,ALL,6,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/LPG,ALL,ALL,ALL,ALL,153,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,4056,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,87,2026-05-20T18:26:25.871Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,1148,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,13871,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,7,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,3911,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,0,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,6,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,NOT APPLICABLE,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,16,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,63785,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,621,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/CNG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,1,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/HYBRID/CNG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,0,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL(E20)/LPG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,1,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,2241,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,620,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,6,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,NON_EV,PETROL/LPG,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,154,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,4056,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Madhya Pradesh,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,BHARAT STAGE VI,AGRICULTURAL TRACTOR,87,2026-07-17T15:53:44.775Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,ALL,ALL,6717,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,ALL,21435,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,DIESEL/HYBRID,ALL,ALL,ALL,ALL,76,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,EV,ELECTRIC(BOV),ALL,ALL,ALL,ALL,7146,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,ETHANOL(E100),ALL,ALL,ALL,ALL,0,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,LNG,ALL,ALL,ALL,ALL,38,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,LPG ONLY,ALL,ALL,ALL,ALL,497,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,NOT APPLICABLE,ALL,ALL,ALL,ALL,934,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL,ALL,ALL,ALL,ALL,130207,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL(E20),ALL,ALL,ALL,ALL,3834,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL(E20)/CNG,ALL,ALL,ALL,ALL,0,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL(E20)/LPG,ALL,ALL,ALL,ALL,1,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL/CNG,ALL,ALL,ALL,ALL,12774,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL/HYBRID,ALL,ALL,ALL,ALL,1771,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL/HYBRID/CNG,ALL,ALL,ALL,ALL,1,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,PETROL/LPG,ALL,ALL,ALL,ALL,47,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,EV,PLUG-IN HYBRID EV,ALL,ALL,ALL,ALL,5,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,EV,PURE EV,ALL,ALL,ALL,ALL,11035,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,EV,STRONG HYBRID EV,ALL,ALL,ALL,ALL,992,2026-05-19T09:51:31.514Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,CNG ONLY,ALL,ALL,ALL,CONSTRUCTION EQUIPMENT VEHICLE|FORK LIFT,6717,2026-06-08T08:47:19.468Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2024,9,Maharashtra,All Vahan4 Running Office,NON_EV,DIESEL,ALL,ALL,ALL,CONSTRUCTION EQUIPMENT VEHICLE|FORK LIFT,21435,2026-06-08T08:47:19.468Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
