year,month,state,rto,maker,fuel_filter,vehicle_category_filter,norms_filter,vehicle_class_filter,vehicle_count,scraped_at,source_url
2026,5,INDIA TOTAL,All Vahan4 Running Office,JVK MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KABIRA MOBILITY LLP,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: BEST EV MOBILITY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: BMR EV INDUSTRIES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,6,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,382,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,80,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: SEEKA E MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAINING (HONGKONG)(IMPORTER: TRIVOLT AUTOMOBILES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KAWASAKI HEAVY INDUSTRIES LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,381,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KINETIC GREEN ENERGY P SOL LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KINETIC MOTOR COMPANY LIMITED,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KINETIC WATTS AND VOLTS LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,173,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KLB KOMAKI PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,379,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KSR SOLUTION (IMPORTER: KAWVELOCE MOTORS PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KTM MOTORRAD AG,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,KYTE ENERGY PVT. LTD.,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,LECTRIX E VEHICLES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,806,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,LIMA VEHICLE (IMPORTER: SARAOGI E-VENTURES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MAGNIOUS E MOBILITY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,26,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MARUTHISAN PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MATTER MOTOR WORKS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,157,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MECPOWER MOBILITY PVT. LTD.,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MERCURY EV TECH LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,23,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,MOTOVOLT MOBILITY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,849,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NANJING VMOTO (IMPORTER: FORTUNEV),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NANJING VMOTO (IMPORTER: VAJRAM ELECTRIC MOBILITY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,10,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NDS ECO MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NIA EV MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,11,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,NUMEROS MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,28,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OBEN ELECTRIC VEHICLES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,408,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,ODYSSE ELECTRIC VEHICLES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,518,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OKAYA POWER PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OKINAWA AUTOTECH PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,111,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OLA ELECTRIC TECHNOLOGIES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,15155,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OPG MOBILITY AND POWER PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,112,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,ORA GROUP (IMPORTER: VAKRA TUNDAYA NAMAHA PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OTHERS,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,OZOTEC AUTOMOBILE PRIVATE LIMITED,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,PIAGGIO VEHICLES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3082,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,POLARIS INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,PORWAL ELECTRIC,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,PUR ENERGY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,121,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,59,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,QUANTUM ENERGY LTD.,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,553,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,RAPTEE ENERGY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,13,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,REVOLT INTELLICORP PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,740,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,RGM BUSINESS PLUS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,RIVER MOBILITY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3747,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,RIVOT MOTORS INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,ROYAL-ENFIELD (UNIT OF EICHER LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,85453,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SBTEK E MOTO PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SEEKA E MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SIMPLEENERGY PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1314,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SOKUDO ELECTRIC INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,60,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SRIVARU MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SRIVIJAY E-VEHICLES PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SUPERECO AUTOMOTIVE CO,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,SUZUKI MOTORCYCLE INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,98208,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,TATA MOTORS LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,TORK MOTORS PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,110,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,TVS MOTOR COMPANY LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,357085,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,388,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,82,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,89,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WARIVO MOTOR INDIA PVT LTD,ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,22,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI DAYANG ELECTRIC (IMPORTER: ABZO MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,6,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,7,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI MDKA NEW ENERGY (IMPORTER: HESTUR ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,76,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: CITIZEN CARE),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: WARIVO MOTOR),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: FEZORA INDIA),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,2,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: NXTMOBILITY ENERGY),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,15,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,1,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI (IMPORTER: SUSHAMA MOTORS),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,0,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
2026,5,INDIA TOTAL,All Vahan4 Running Office,WUXI YIZHILING (IMPORTER: BMR EV INDUSTRIES),ALL,TWO WHEELER(NT)|TWO WHEELER(T),ALL,ALL,3,2026-06-14T09:43:21.723Z,https://vahan.parivahan.gov.in/vahan4dashboard/vahan/view/reportview.xhtml
