state,rto,rto_code,place_label,latitude,longitude,confidence_score,source,reviewed,notes
Maharashtra,NAGPUR (EAST) - MH49( 17-APR-2017 ),MH-49,NAGPUR,21.14631,79.08491,0.6800,geonames,false,"geonames=1262180; matched=""Nagpur""; query=""NAGPUR""; feature=PPLA2"
Maharashtra,NAGPUR (RURAL) - MH40( 17-JAN-2017 ),MH-40,NAGPUR,21.14631,79.08491,0.6800,geonames,false,"geonames=1262180; matched=""Nagpur""; query=""NAGPUR""; feature=PPLA2"
Maharashtra,NAGPUR (U) - MH31( 18-JAN-2017 ),MH-31,NAGPUR,21.14631,79.08491,0.6800,geonames,false,"geonames=1262180; matched=""Nagpur""; query=""NAGPUR""; feature=PPLA2"
Maharashtra,NANDED - MH26( 12-JAN-2017 ),MH-26,NANDED,19.16023,77.31497,0.6800,geonames,false,"geonames=1261977; matched=""Nanded""; query=""NANDED""; feature=PPL"
Maharashtra,NANDURBAR - MH39( 02-MAY-2017 ),MH-39,NANDURBAR,21.36671,74.24051,0.6800,geonames,false,"geonames=1261931; matched=""Nandurbar""; query=""NANDURBAR""; feature=PPL"
Maharashtra,NASHIK - MH15( 05-JAN-2017 ),MH-15,NASHIK,19.99727,73.79096,0.6800,geonames,false,"geonames=1261731; matched=""Nashik""; query=""NASHIK""; feature=PPLA2"
Maharashtra,PANVEL - MH46( 31-JAN-2017 ),MH-46,PANVEL,18.98878,73.11013,0.6800,geonames,false,"geonames=1260434; matched=""Panvel""; query=""PANVEL""; feature=PPL"
Maharashtra,PARBHANI - MH22( 25-APR-2017 ),MH-22,PARBHANI,19.26855,76.77081,0.6800,geonames,false,"geonames=1260341; matched=""Parbhani""; query=""PARBHANI""; feature=PPL"
Maharashtra,PEN (RAIGAD) - MH6( 16-MAY-2017 ),MH-6,PEN,18.73734,73.09603,0.6800,geonames,false,"geonames=1259931; matched=""Pen""; query=""PEN""; feature=PPL"
Maharashtra,PHALTAN - MH53( 03-SEP-2024 ),MH-53,PHALTAN,17.99113,74.43177,0.6800,geonames,false,"geonames=1259811; matched=""Phaltan""; query=""PHALTAN""; feature=PPL"
Maharashtra,PUNE - MH12( 25-JAN-2017 ),MH-12,PUNE,18.51957,73.85535,0.6800,geonames,false,"geonames=1259229; matched=""Pune""; query=""PUNE""; feature=PPL"
Maharashtra,R.T.O.BORIVALI - MH47( 21-APR-2017 ),MH-47,R.T.O.BORIVALI,19.5,76,0.6200,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Maharashtra,RTO AHILYANAGAR - MH16( 16-MAR-2017 ),MH-16,AHILYANAGAR,19.09457,74.73843,0.6800,geonames,false,"geonames=1279228; matched=""Ahilyanagar""; query=""AHILYANAGAR""; feature=PPL"
Maharashtra,RTO AKOLA - MH30( 20-FEB-2017 ),MH-30,AKOLA,20.70957,76.9981,0.6800,geonames,false,"geonames=1279105; matched=""Akola""; query=""AKOLA""; feature=PPL"
Maharashtra,RTO CHANDRAPUR - MH34( 25-APR-2017 ),MH-34,CHANDRAPUR,19.95076,79.29523,0.6800,geonames,false,"geonames=1274693; matched=""Chanda""; query=""CHANDRAPUR""; feature=PPL"
Maharashtra,RTO JALGAON - MH19( 24-MAR-2017 ),MH-19,JALGAON,21.00292,75.56602,0.6800,geonames,false,"geonames=1269407; matched=""Jalgaon""; query=""JALGAON""; feature=PPL"
Maharashtra,RTO LATUR - MH24( 15-MAR-2017 ),MH-24,LATUR,18.39721,76.56784,0.6800,geonames,false,"geonames=1265014; matched=""Latur""; query=""LATUR""; feature=PPLA3"
Maharashtra,RTO MH04-Mira Bhayander FitnessTrack - MH203( 01-MAY-2022 ),MH-04,Mira Bhayander FitnessTrack,19.5,76,0.6200,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Maharashtra,RTO PIMPRI CHINCHWAD - MH14( 06-FEB-2017 ),MH-14,PIMPRI CHINCHWAD,18.61867,73.80375,0.6800,geonames,false,"geonames=7626690; matched=""Pimpri-Chinchwad""; query=""PIMPRI CHINCHWAD""; feature=PPL"
Maharashtra,RTO SATARA - MH11( 04-MAR-2017 ),MH-11,SATARA,17.68589,73.99333,0.6800,geonames,false,"geonames=1257055; matched=""Satara""; query=""SATARA""; feature=PPL"
Maharashtra,RTO SOLAPUR - MH13( 05-APR-2017 ),MH-13,SOLAPUR,17.67152,75.91044,0.6800,geonames,false,"geonames=1256436; matched=""Sholapur""; query=""SOLAPUR""; feature=PPL"
Maharashtra,SANGLI - MH10( 03-MAR-2017 ),MH-10,SANGLI,16.85438,74.56417,0.6800,geonames,false,"geonames=1257416; matched=""Sangli""; query=""SANGLI""; feature=PPL"
Maharashtra,SINDHUDURG(KUDAL) - MH7( 10-APR-2017 ),MH-7,SINDHUDURG,16.17,73.7,0.6800,geonames,false,"geonames=7626539; matched=""Sindhudurg""; query=""SINDHUDURG""; feature=ADM2"
Maharashtra,SRIRAMPUR - MH17( 22-MAR-2017 ),MH-17,SRIRAMPUR,19.5,76,0.6200,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Maharashtra,TC OFFICE - MH99( 06-JUN-2018 ),MH-99,TC,19.5,76,0.6800,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Maharashtra,THANE - MH4( 08-MAR-2017 ),MH-4,THANE,19.19704,72.96355,0.6800,geonames,false,"geonames=1254661; matched=""Thane""; query=""THANE""; feature=PPL"
Maharashtra,UDGIR - MH55( 28-AUG-2024 ),MH-55,UDGIR,18.39258,77.11756,0.6800,geonames,false,"geonames=1253958; matched=""Udgir""; query=""UDGIR""; feature=PPL"
Maharashtra,VAIJAPUR - MH57( 06-JUN-2025 ),MH-57,VAIJAPUR,19.92672,74.7275,0.6800,geonames,false,"geonames=1253545; matched=""Vaijapur""; query=""VAIJAPUR""; feature=PPL"
Maharashtra,VASAI - MH48( 08-JUN-2017 ),MH-48,VASAI,19.43819,72.88031,0.6800,geonames,false,"geonames=12684584; matched=""Vasai""; query=""VASAI""; feature=ADM3"
Maharashtra,VASHI (NEW MUMBAI) - MH43( 07-JUL-2016 ),MH-43,VASHI,19.5,76,0.6200,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Maharashtra,WARDHA - MH32( 06-APR-2017 ),MH-32,WARDHA,20.73933,78.59784,0.6800,geonames,false,"geonames=1252942; matched=""Wardha""; query=""WARDHA""; feature=PPL"
Maharashtra,WASHIM - MH37( 11-APR-2017 ),MH-37,WASHIM,20.11128,77.133,0.6800,geonames,false,"geonames=1252908; matched=""Washim""; query=""WASHIM""; feature=PPL"
Maharashtra,YAWATMAL - MH29( 07-JUL-2017 ),MH-29,YAWATMAL,19.5,76,0.6200,geonames,false,"geonames=1264418; matched=""State of Maharashtra""; query=""Maharashtra""; feature=ADM1"
Manipur,BISHNUPUR - MN5( 27-AUG-2018 ),MN-5,BISHNUPUR,24.62845,93.76179,0.6800,geonames,false,"geonames=8740324; matched=""Bishnupur""; query=""BISHNUPUR""; feature=PPLA2"
Manipur,CHURACHANDPUR - MN2( 11-APR-2018 ),MN-2,CHURACHANDPUR,24.33353,93.66999,0.6800,geonames,false,"geonames=1273909; matched=""Churachandpur""; query=""CHURACHANDPUR""; feature=PPL"
Manipur,Chandel - MN9( 27-OCT-2021 ),MN-9,Chandel,24.31205,94.02911,0.6800,geonames,false,"geonames=12685771; matched=""Chandel""; query=""Chandel""; feature=ADM3"
Manipur,"DTO, JIRIBAM - MN14( 29-AUG-2025 )",MN-14,", JIRIBAM",24.80427,93.12148,0.6800,geonames,false,"geonames=11875582; matched=""Jiribam""; query=""JIRIBAM""; feature=PPLA2"
Manipur,"DTO, KAMJONG - MN12( 13-FEB-2025 )",MN-12,", KAMJONG",24.76126,94.54211,0.6800,geonames,false,"geonames=12686836; matched=""Kamjong""; query=""KAMJONG""; feature=ADM3"
Manipur,"DTO, Kakching - MN13( 29-AUG-2025 )",MN-13,", Kakching",24.4982,93.98126,0.6800,geonames,false,"geonames=1268567; matched=""Kakching""; query=""Kakching""; feature=PPLA2"
Manipur,"DTO, NONEY - MN15( 29-AUG-2025 )",MN-15,", NONEY",25,94,0.6200,geonames,false,"geonames=1263706; matched=""Manipur""; query=""Manipur""; feature=ADM1"
Manipur,"DTO, PHERZAWL - MN16( 29-AUG-2025 )",MN-16,", PHERZAWL",24.26227,93.18873,0.6800,geonames,false,"geonames=11875591; matched=""Pherzawl""; query=""PHERZAWL""; feature=PPLA2"
Manipur,IMPHAL EAST - MN6( 26-SEP-2018 ),MN-6,IMPHAL EAST,24.80805,93.9442,0.6200,geonames,false,"geonames=1269771; matched=""Imphal""; query=""IMPHAL""; feature=PPLA"
Manipur,IMPHAL WEST - MN1( 09-MAY-2017 ),MN-1,IMPHAL WEST,24.80805,93.9442,0.6200,geonames,false,"geonames=1269771; matched=""Imphal""; query=""IMPHAL""; feature=PPLA"
Manipur,KANGPOKPI - MN3( 20-AUG-2018 ),MN-3,KANGPOKPI,25.15273,93.97167,0.6800,geonames,false,"geonames=1268086; matched=""Kangpokpi""; query=""KANGPOKPI""; feature=PPLA2"
Manipur,SENAPATI - MN8( 11-OCT-2018 ),MN-8,SENAPATI,25.26705,94.02237,0.6800,geonames,false,"geonames=8740334; matched=""Senapati""; query=""SENAPATI""; feature=ADM2"
Manipur,STA MANIPUR - MN99( 08-SEP-2020 ),MN-99,STA MANIPUR,25,94,0.6800,geonames,false,"geonames=1263706; matched=""Manipur""; query=""MANIPUR""; feature=ADM1"
Manipur,TENGNOUPAL - MN11( 05-MAR-2023 ),MN-11,TENGNOUPAL,24.41179,94.19128,0.6800,geonames,false,"geonames=12686832; matched=""Tengnoupal""; query=""TENGNOUPAL""; feature=ADM3"
Manipur,THOUBAL - MN4( 20-SEP-2018 ),MN-4,THOUBAL,24.63881,93.99639,0.6800,geonames,false,"geonames=1254570; matched=""Thoubal""; query=""THOUBAL""; feature=PPL"
Manipur,Tamenglong - MN10( 27-OCT-2021 ),MN-10,Tamenglong,24.97548,93.51563,0.6800,geonames,false,"geonames=8740332; matched=""Tamenglong""; query=""Tamenglong""; feature=ADM2"
Manipur,UKHRUL - MN7( 08-MAR-2018 ),MN-7,UKHRUL,25.04828,94.35883,0.6800,geonames,false,"geonames=8740338; matched=""Ukhrul""; query=""UKHRUL""; feature=ADM2"
Meghalaya,AMPATI - ML14( 03-NOV-2017 ),ML-14,AMPATI,25.4623,89.93325,0.6800,geonames,false,"geonames=11875610; matched=""Ampati""; query=""AMPATI""; feature=PPLA2"
Meghalaya,BAGHMARA - ML9( 02-FEB-2017 ),ML-9,BAGHMARA,25.36122,90.62665,0.6800,geonames,false,"geonames=12680515; matched=""Baghmara""; query=""BAGHMARA""; feature=ADM3"
Meghalaya,Commissioner of Transport - null98( 07-MAY-2025 ),,Commissioner of null98,25.5,91.33333,0.6200,geonames,false,"geonames=1263207; matched=""Meghalaya""; query=""Meghalaya""; feature=ADM1"
Meghalaya,JOWAI - ML4( 03-AUG-2017 ),ML-4,JOWAI,25.5,92.25,0.6800,geonames,false,"geonames=1269523; matched=""West Jaintia Hills""; query=""JOWAI""; feature=ADM2"
Meghalaya,KHLIEHRIAT - ML11( 11-JUL-2017 ),ML-11,KHLIEHRIAT,25.24107,92.31845,0.6800,geonames,false,"geonames=12680540; matched=""Khliehriat""; query=""KHLIEHRIAT""; feature=ADM3"
Meghalaya,MAIRANG - ML15( 05-JUL-2022 ),ML-15,MAIRANG,25.56165,91.63602,0.6800,geonames,false,"geonames=1264285; matched=""Mairang""; query=""MAIRANG""; feature=PPL"
Meghalaya,MAWKYRWAT - ML12( 26-FEB-2018 ),ML-12,MAWKYRWAT,25.38138,91.3401,0.6800,geonames,false,"geonames=12680527; matched=""Mawkyrwat""; query=""MAWKYRWAT""; feature=ADM3"
Meghalaya,NONGPOH - ML10( 06-MAR-2017 ),ML-10,NONGPOH,25.9023,91.87694,0.6800,geonames,false,"geonames=1261208; matched=""Nongpoh""; query=""NONGPOH""; feature=PPL"
Meghalaya,NONGSTOIN - ML6( 08-DEC-2017 ),ML-6,NONGSTOIN,25.51704,91.26484,0.6800,geonames,false,"geonames=1261205; matched=""Nongstoin""; query=""NONGSTOIN""; feature=PPL"
Meghalaya,RESUBELPARA - ML13( 19-DEC-2017 ),ML-13,RESUBELPARA,25.90404,90.60747,0.6800,geonames,false,"geonames=11184460; matched=""Resubelpara""; query=""RESUBELPARA""; feature=PPLA2"
Meghalaya,SHILLONG - ML5( 29-FEB-2016 ),ML-5,SHILLONG,25.56892,91.88313,0.6800,geonames,false,"geonames=1256523; matched=""Shillong""; query=""SHILLONG""; feature=PPLA"
Meghalaya,STATE TRANSPORT AUTHORITY - ML99( 28-NOV-2017 ),ML-99,STATE AUTHORITY,25.5,91.33333,0.6800,geonames,false,"geonames=1263207; matched=""Meghalaya""; query=""Meghalaya""; feature=ADM1"
Meghalaya,TURA - ML8( 31-JAN-2017 ),ML-8,TURA,25.51421,90.20239,0.6800,geonames,false,"geonames=1254046; matched=""Tura""; query=""TURA""; feature=PPL"
Meghalaya,WILLIAMNAGAR - ML7( 14-AUG-2017 ),ML-7,WILLIAMNAGAR,25.4955,90.6168,0.6800,geonames,false,"geonames=7701509; matched=""Williamnagar""; query=""WILLIAMNAGAR""; feature=PPLA2"
Mizoram,AIZAWL DTO - MZ1( 29-AUG-2017 ),MZ-1,AIZAWL,23.72894,92.71791,0.6800,geonames,false,"geonames=1279186; matched=""Aizawl""; query=""AIZAWL""; feature=PPLA"
Mizoram,CHAMPHAI - MZ4( 29-AUG-2017 ),MZ-4,CHAMPHAI,23.53798,93.3732,0.6800,geonames,false,"geonames=1261468; matched=""Ngur""; query=""CHAMPHAI""; feature=PPL"
Mizoram,HNAHTHIAL - MZ11( 17-OCT-2025 ),MZ-11,HNAHTHIAL,22.96611,92.92966,0.6800,geonames,false,"geonames=12523346; matched=""Hnahthial""; query=""HNAHTHIAL""; feature=PPLA2"
Mizoram,KHAWZAWL - MZ10( 14-OCT-2025 ),MZ-10,KHAWZAWL,23.51771,93.18886,0.6800,geonames,false,"geonames=9072757; matched=""Khawzawl""; query=""KHAWZAWL""; feature=PPLA2"
Mizoram,KOLASIB - MZ5( 29-AUG-2017 ),MZ-5,KOLASIB,24.22215,92.67697,0.6800,geonames,false,"geonames=8261085; matched=""Kolasib district""; query=""KOLASIB""; feature=ADM2"
Mizoram,LAWNGTLAI - MZ7( 10-MAY-2018 ),MZ-7,LAWNGTLAI,22.53,92.9,0.6800,geonames,false,"geonames=9166022; matched=""Lawngtlai""; query=""LAWNGTLAI""; feature=ADM2"
Mizoram,LUNGLEI - MZ2( 29-AUG-2017 ),MZ-2,LUNGLEI,22.89247,92.74218,0.6800,geonames,false,"geonames=1264688; matched=""Lunglei""; query=""LUNGLEI""; feature=PPL"
Mizoram,MAMIT - MZ8( 29-AUG-2017 ),MZ-8,MAMIT,23.78492,92.46939,0.6800,geonames,false,"geonames=7909838; matched=""Mamit""; query=""MAMIT""; feature=ADM2"
Mizoram,SAIHA - MZ3( 29-AUG-2017 ),MZ-3,SAIHA,22.49183,92.98143,0.6800,geonames,false,"geonames=1257771; matched=""Saiha""; query=""SAIHA""; feature=PPL"
Mizoram,SAITUAL - MZ9( 29-AUG-2017 ),MZ-9,SAITUAL,23.68307,92.96712,0.6800,geonames,false,"geonames=12572558; matched=""Saitual""; query=""SAITUAL""; feature=PPLA2"
Mizoram,SERCHHIP - MZ6( 29-AUG-2017 ),MZ-6,SERCHHIP,23.29312,92.84679,0.6800,geonames,false,"geonames=1256812; matched=""Serchhip""; query=""SERCHHIP""; feature=PPL"
Mizoram,STATE TRANSPORT AUTHORITY - MZ99( 30-AUG-2017 ),MZ-99,STATE AUTHORITY,23,93,0.6800,geonames,false,"geonames=1262963; matched=""Mizoram""; query=""Mizoram""; feature=ADM1"
Nagaland,DIMAPUR DTO - NL7( 19-JUN-2018 ),NL-7,DIMAPUR,25.91174,93.7217,0.6800,geonames,false,"geonames=1272552; matched=""Dimapur""; query=""DIMAPUR""; feature=PPL"
Nagaland,KOHIMA RTO - NL1( 16-SEP-2019 ),NL-1,KOHIMA,25.67467,94.11099,0.6800,geonames,false,"geonames=1266366; matched=""Kohima""; query=""KOHIMA""; feature=PPLA"
Nagaland,MOKOKCHUNG RTO - NL2( 05-APR-2019 ),NL-2,MOKOKCHUNG,26.3248,94.51834,0.6800,geonames,false,"geonames=1262843; matched=""Mokokchung""; query=""MOKOKCHUNG""; feature=PPL"
Nagaland,MON DTO - NL4( 30-NOV-2018 ),NL-4,MON,26.75,94.83333,0.6800,geonames,false,"geonames=1262825; matched=""Mon""; query=""MON""; feature=ADM2"
Nagaland,PHEK DTO - NL8( 16-NOV-2018 ),NL-8,PHEK,25.75,94.5,0.6800,geonames,false,"geonames=1259785; matched=""Phek""; query=""PHEK""; feature=ADM2"
Nagaland,TRANSPORT COMMISSIONERATE - NL99( 20-JUL-2021 ),NL-99,COMMISSIONERATE,26.08333,94.5,0.6200,geonames,false,"geonames=1262271; matched=""State of Nagaland""; query=""Nagaland""; feature=ADM1"
Nagaland,TUENSANG DTO - NL3( 05-NOV-2018 ),NL-3,TUENSANG,26.26704,94.82415,0.6800,geonames,false,"geonames=1254133; matched=""Tuensang""; query=""TUENSANG""; feature=PPL"
Nagaland,WOKHA DTO - NL5( 04-OCT-2018 ),NL-5,WOKHA,26.09717,94.25817,0.6800,geonames,false,"geonames=1252840; matched=""Wokha""; query=""WOKHA""; feature=PPL"
Nagaland,ZUNHEBOTO DTO - NL6( 28-MAR-2019 ),NL-6,ZUNHEBOTO,25.96667,94.51667,0.6800,geonames,false,"geonames=1252653; matched=""Zunheboto""; query=""ZUNHEBOTO""; feature=PPLA2"
Odisha,ANGUL RTO - OD19( 25-DEC-2017 ),OD-19,ANGUL,20.84089,85.10192,0.6800,geonames,false,"geonames=1278593; matched=""Angul""; query=""ANGUL""; feature=PPL"
Odisha,ARTO BARBIL - OD901( 04-DEC-2017 ),OD-901,BARBIL,22.10194,85.37752,0.6800,geonames,false,"geonames=7279597; matched=""Barbil""; query=""BARBIL""; feature=PPL"
Odisha,BALASORE RTO - OD1( 07-NOV-2017 ),OD-1,BALASORE,21.49266,86.93348,0.6800,geonames,false,"geonames=1277599; matched=""Balasore""; query=""BALASORE""; feature=PPL"
Odisha,BARGARH RTO - OD17( 04-DEC-2017 ),OD-17,BARGARH,21.33348,83.61905,0.6800,geonames,false,"geonames=1276988; matched=""Bargarh""; query=""BARGARH""; feature=PPL"
Odisha,BHADRAK RTO - OD22( 04-DEC-2017 ),OD-22,BHADRAK,21.05447,86.5156,0.6800,geonames,false,"geonames=1276325; matched=""Bhadrak""; query=""BHADRAK""; feature=PPL"
Odisha,BHANJANAGAR RTO - OD32( 04-DEC-2017 ),OD-32,BHANJANAGAR,19.92719,84.58201,0.6800,geonames,false,"geonames=1276159; matched=""Bhanjanagar""; query=""BHANJANAGAR""; feature=PPL"
Odisha,BHUBANESWAR RTO - OD2( 22-JAN-2018 ),OD-2,BHUBANESWAR,20.27241,85.83385,0.6800,geonames,false,"geonames=1275817; matched=""Bhubaneswar""; query=""BHUBANESWAR""; feature=PPLA"
Odisha,BHUBANESWAR-II RTO - OD33( 23-OCT-2017 ),OD-33,BHUBANESWAR II,20.27241,85.83385,0.6200,geonames,false,"geonames=1275817; matched=""Bhubaneswar""; query=""BHUBANESWAR""; feature=PPLA"
Odisha,BOLANGIR RTO - OD3( 25-DEC-2017 ),OD-3,BOLANGIR,20.70419,83.49029,0.6800,geonames,false,"geonames=1277643; matched=""Balangir""; query=""BOLANGIR""; feature=PPL"
Odisha,BOUDH RTO - OD27( 23-OCT-2017 ),OD-27,BOUDH,20.833,84.333,0.6800,geonames,false,"geonames=8996923; matched=""Baudh""; query=""BOUDH""; feature=ADM2"
Odisha,CHANDIKHOLE RTO - OD4( 23-OCT-2017 ),OD-4,CHANDIKHOLE,20.5,84.41667,0.6200,geonames,false,"geonames=1261029; matched=""State of Odisha""; query=""Odisha""; feature=ADM1"
Odisha,CUTTACK RTO - OD5( 31-MAY-2017 ),OD-5,CUTTACK,20.46497,85.87927,0.6800,geonames,false,"geonames=1273780; matched=""Cuttack""; query=""CUTTACK""; feature=PPL"
Odisha,DEOGARH RTO - OD28( 23-OCT-2017 ),OD-28,DEOGARH,21.53827,84.73337,0.6800,geonames,false,"geonames=1273246; matched=""Deogarh""; query=""DEOGARH""; feature=PPL"
Odisha,DHENKANAL RTO - OD6( 07-NOV-2017 ),OD-6,DHENKANAL,20.65744,85.59693,0.6800,geonames,false,"geonames=1272780; matched=""Dhenkanal""; query=""DHENKANAL""; feature=PPL"
Odisha,GAJAPATI RTO - OD20( 07-NOV-2017 ),OD-20,GAJAPATI,18.91,84.2,0.6800,geonames,false,"geonames=8533699; matched=""Gajapati""; query=""GAJAPATI""; feature=ADM2"
Odisha,GANJAM RTO - OD7( 04-DEC-2017 ),OD-7,GANJAM,19.31151,84.7929,0.6800,geonames,false,"geonames=1275198; matched=""Brahmapur""; query=""GANJAM""; feature=PPL"
Odisha,JAGATSINGHPUR RTO - OD21( 04-DEC-2017 ),OD-21,JAGATSINGHPUR,20.2557,86.17112,0.6800,geonames,false,"geonames=1269581; matched=""Jagatsinghapur""; query=""JAGATSINGHPUR""; feature=PPL"
Odisha,JAJPUR RTO - OD34( 23-OCT-2017 ),OD-34,JAJPUR,20.84852,86.33729,0.6800,geonames,false,"geonames=1269477; matched=""Jajpur""; query=""JAJPUR""; feature=PPL"
Odisha,JHARSUGUDA RTO - OD23( 07-NOV-2017 ),OD-23,JHARSUGUDA,21.85531,84.00698,0.6800,geonames,false,"geonames=1268977; matched=""Jharsuguda""; query=""JHARSUGUDA""; feature=PPLA2"
Odisha,KALAHANDI RTO - OD8( 23-OCT-2017 ),OD-8,KALAHANDI,19.75,83,0.6800,geonames,false,"geonames=1268508; matched=""Kalahandi""; query=""KALAHANDI""; feature=ADM2"
Odisha,KENDRAPARA RTO - OD29( 23-OCT-2017 ),OD-29,KENDRAPARA,20.50166,86.42227,0.6800,geonames,false,"geonames=1267283; matched=""Kendraparha""; query=""KENDRAPARA""; feature=PPL"
Odisha,KEONJHAR RTO - OD9( 04-DEC-2017 ),OD-9,KEONJHAR,21.6318,85.59686,0.6800,geonames,false,"geonames=1267267; matched=""Keonjhargarh""; query=""KEONJHAR""; feature=PPL"
Odisha,KHORDHA ARTO - OD201( 20-JAN-2018 ),OD-201,KHORDHA,20.18268,85.61629,0.6800,geonames,false,"geonames=1266616; matched=""Khordha""; query=""KHORDHA""; feature=PPL"
Odisha,KORAPUT RTO - OD10( 25-DEC-2017 ),OD-10,KORAPUT,18.81199,82.71048,0.6800,geonames,false,"geonames=1266128; matched=""Koraput""; query=""KORAPUT""; feature=PPL"
Odisha,MALKANAGIRI RTO - OD30( 25-DEC-2017 ),OD-30,MALKANAGIRI,18.36428,81.888,0.6800,geonames,false,"geonames=1264075; matched=""Malakanagiri""; query=""MALKANAGIRI""; feature=PPL"
Odisha,MAYURBHANJ RTO - OD11( 08-NOV-2017 ),OD-11,MAYURBHANJ,21.93458,86.72852,0.6800,geonames,false,"geonames=1276942; matched=""Baripada""; query=""MAYURBHANJ""; feature=PPL"
Odisha,NAWARANGPUR RTO - OD24( 07-NOV-2017 ),OD-24,NAWARANGPUR,20.5,84.41667,0.6200,geonames,false,"geonames=1261029; matched=""State of Odisha""; query=""Odisha""; feature=ADM1"
Odisha,NAYAGARH RTO - OD25( 25-DEC-2017 ),OD-25,NAYAGARH,20.13,85.1,0.6800,geonames,false,"geonames=8986741; matched=""Nayagarh District""; query=""NAYAGARH""; feature=ADM2"
Odisha,NUAPADA RTO - OD26( 06-NOV-2017 ),OD-26,NUAPADA,20.6,82.5,0.6800,geonames,false,"geonames=8533697; matched=""Nuapada""; query=""NUAPADA""; feature=ADM2"
Odisha,PHULBANI RTO - OD12( 23-OCT-2017 ),OD-12,PHULBANI,20.48101,84.23063,0.6800,geonames,false,"geonames=1259756; matched=""Phulbani""; query=""PHULBANI""; feature=PPL"
Odisha,PURI RTO - OD13( 25-DEC-2017 ),OD-13,PURI,19.79825,85.82494,0.6800,geonames,false,"geonames=1259184; matched=""Puri""; query=""PURI""; feature=PPL"
Odisha,RAIRANGPUR ARTO - OD111( 08-NOV-2017 ),OD-111,RAIRANGPUR,22.26675,86.17385,0.6800,geonames,false,"geonames=1265830; matched=""Rairangpur""; query=""RAIRANGPUR""; feature=PPL"
Odisha,RAYGADA RTO - OD18( 25-DEC-2017 ),OD-18,RAYGADA,20.5,84.41667,0.6200,geonames,false,"geonames=1261029; matched=""State of Odisha""; query=""Odisha""; feature=ADM1"
Odisha,ROURKELA RTO - OD14( 25-DEC-2017 ),OD-14,ROURKELA,22.22496,84.86414,0.6800,geonames,false,"geonames=1258315; matched=""Rourkela""; query=""ROURKELA""; feature=PPL"
Odisha,SAMBALPUR RTO - OD15( 04-DEC-2017 ),OD-15,SAMBALPUR,21.46527,83.97573,0.6800,geonames,false,"geonames=1257542; matched=""Sambalpur""; query=""SAMBALPUR""; feature=PPL"
Odisha,SONEPUR RTO - OD31( 08-NOV-2017 ),OD-31,SONEPUR,20.83333,83.91667,0.6800,geonames,false,"geonames=1255763; matched=""Sonepur""; query=""SONEPUR""; feature=PPL"
Odisha,STATE TRANSPORT AUTHORITY - OD99( 24-APR-2018 ),OD-99,STATE AUTHORITY,20.5,84.41667,0.6800,geonames,false,"geonames=1261029; matched=""State of Odisha""; query=""Odisha""; feature=ADM1"
Odisha,SUNDERGARH RTO - OD16( 08-NOV-2017 ),OD-16,SUNDERGARH,22.11667,84.03333,0.6800,geonames,false,"geonames=1255437; matched=""Sundergarh""; query=""SUNDERGARH""; feature=PPL"
Odisha,TALCHER RTO - OD35( 25-DEC-2017 ),OD-35,TALCHER,20.94927,85.23354,0.6800,geonames,false,"geonames=1255143; matched=""Talcher""; query=""TALCHER""; feature=PPL"
Puducherry,BAHOUR - PY11( 27-JAN-2017 ),PY-11,BAHOUR,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,CHECK POST - PY99( 23-MAR-2018 ),PY-99,CHECK POST,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,KARAIKAL - PY2( 16-APR-2018 ),PY-2,KARAIKAL,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,MAHE - PY3( 12-MAR-2018 ),PY-3,MAHE,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,OULGARET - PY5( 06-FEB-2018 ),PY-5,OULGARET,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,PUDUCHERRY - PY1( 28-MAY-2018 ),PY-1,PUDUCHERRY,11.93381,79.82979,0.6800,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""PUDUCHERRY""; feature=PPLA"
Puducherry,THIRUBUVANAI(VILLIANUR) - PY51( 27-JUN-2017 ),PY-51,THIRUBUVANAI,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
Puducherry,YANAM - PY4( 03-MAR-2018 ),PY-4,YANAM,11.93381,79.82979,0.6200,geonames,false,"geonames=1259425; matched=""Puducherry""; query=""Puducherry""; feature=PPLA"
