state,rto,rto_code,place_label,latitude,longitude,confidence_score,source,reviewed,notes
Andaman & Nicobar Island,Baratang - AN201( 29-NOV-2024 ),AN-201,Baratang,11.70065,92.67517,0.6200,geonames,false,"geonames=1278647; matched=""Union Territory of Andaman and Nicobar Islands""; query=""Andaman & Nicobar Island""; feature=ADM1"
Andaman & Nicobar Island,Campbell Bay - AN212( 18-FEB-2022 ),AN-212,Campbell Bay,7.00832,93.89419,0.6800,geonames,false,"geonames=12524333; matched=""Campbell Bay""; query=""Campbell Bay""; feature=PPL"
Andaman & Nicobar Island,Car Nicobar - AN211( 23-FEB-2023 ),AN-211,Car Nicobar,7.03002,93.79028,0.6200,geonames,false,"geonames=1261448; matched=""Nicobar""; query=""Nicobar""; feature=ADM2"
Andaman & Nicobar Island,Diglipur - AN204( 09-NOV-2021 ),AN-204,Diglipur,13.26667,93,0.6800,geonames,false,"geonames=1272607; matched=""Diglipur""; query=""Diglipur""; feature=PPL"
Andaman & Nicobar Island,Ferrargunj - AN200( 12-OCT-2021 ),AN-200,Ferrargunj,11.87237,92.65643,0.6800,geonames,false,"geonames=12684313; matched=""Ferrargunj""; query=""Ferrargunj""; feature=ADM3"
Andaman & Nicobar Island,Little Andaman - AN207( 17-FEB-2025 ),AN-207,Little Andaman,10.70559,92.48945,0.6800,geonames,false,"geonames=12684314; matched=""Little Andaman""; query=""Little Andaman""; feature=ADM3"
Andaman & Nicobar Island,Mayabunder - AN203( 09-NOV-2021 ),AN-203,Mayabunder,12.90954,92.90348,0.6800,geonames,false,"geonames=1263259; matched=""Mayabandar""; query=""Mayabunder""; feature=PPL"
Andaman & Nicobar Island,Port Blair DTO - AN1( 15-AUG-2020 ),AN-1,Port Blair,11.66613,92.74635,0.6800,geonames,false,"geonames=1259385; matched=""Port Blair""; query=""Port Blair""; feature=PPLA"
Andaman & Nicobar Island,Rangat - AN202( 17-NOV-2021 ),AN-202,Rangat,12.50595,92.9155,0.6800,geonames,false,"geonames=11184472; matched=""Rangat""; query=""Rangat""; feature=PPL"
Andaman & Nicobar Island,Swaraj Dweep - AN206( 29-NOV-2021 ),AN-206,Swaraj Dweep,11.70065,92.67517,0.6200,geonames,false,"geonames=1278647; matched=""Union Territory of Andaman and Nicobar Islands""; query=""Andaman & Nicobar Island""; feature=ADM1"
Andhra Pradesh,Adoni RTO - AP221( 06-MAY-2022 ),AP-221,Adoni,15.626142,77.27237,0.6600,nominatim,false,"geocoded query=""Adoni Andhra Pradesh India""; osm=node/245632505"
Andhra Pradesh,Amalapuram RTA - AP205( 25-APR-2022 ),AP-205,Amalapuram RTA,16.577718,82.003262,0.6600,nominatim,false,"geocoded query=""Amalapuram Andhra Pradesh India""; osm=node/2857106989"
Andhra Pradesh,Anakapalli RTA - AP131( 25-APR-2022 ),AP-131,Anakapalli RTA,17.671533,82.774757,0.6600,nominatim,false,"geocoded query=""Anakapalli Andhra Pradesh India""; osm=relation/13999884"
Andhra Pradesh,Anantapur RTA - AP2( 25-APR-2022 ),AP-2,Anantapur RTA,14.678322,77.606504,0.7200,nominatim,false,"geocoded query=""Anantapur Andhra Pradesh India""; osm=node/603465222"
Andhra Pradesh,Atmakur MVI Office - AP126( 11-MAY-2022 ),AP-126,Atmakur,14.669176,79.574361,0.6600,nominatim,false,"geocoded query=""Atmakur Andhra Pradesh India""; osm=relation/10222924"
Andhra Pradesh,Atmakur-Kurnool MVI Office - AP321( 06-MAY-2022 ),AP-321,Atmakur Kurnool,15.82887,78.03602,0.6200,geonames,false,"geonames=1265491; matched=""Kurnool""; query=""Kurnool""; feature=PPL"
Andhra Pradesh,BAPATLA RTO OFFICE - AP207( 25-APR-2022 ),AP-207,BAPATLA,15.93443,80.450552,0.6600,nominatim,false,"geocoded query=""BAPATLA Andhra Pradesh India""; osm=relation/13998258"
Andhra Pradesh,Badvel MVI Office - AP104( 06-MAY-2022 ),AP-104,Badvel,14.743361,79.061039,0.6600,nominatim,false,"geocoded query=""Badvel Andhra Pradesh India""; osm=node/245628716"
Andhra Pradesh,Bhimavaram RTA - AP137( 25-APR-2022 ),AP-137,Bhimavaram RTA,16.48181,81.532936,0.6000,nominatim,false,"geocoded query=""Bhimavaram Andhra Pradesh India""; osm=relation/10143910"
Andhra Pradesh,Chilakaluripeta MVI Office - AP307( 06-MAY-2022 ),AP-307,Chilakaluripeta,16.093334,80.155557,0.6000,nominatim,false,"geocoded query=""Chilakaluripeta Andhra Pradesh India""; osm=relation/10160448"
Andhra Pradesh,Chintoor - AP905( 09-JUN-2022 ),AP-905,Chintoor,17.75358,81.407264,0.7600,nominatim,false,"geocoded query=""Chintoor Andhra Pradesh India""; osm=node/11891752437"
Andhra Pradesh,Chirala UO - AP127( 06-MAY-2022 ),AP-127,Chirala UO,15.830914,80.354362,0.6600,nominatim,false,"geocoded query=""Chirala Andhra Pradesh India""; osm=node/2332853825"
Andhra Pradesh,Chittoor RTA - AP3( 25-APR-2022 ),AP-3,Chittoor RTA,13.325036,79.648061,0.7200,nominatim,false,"geocoded query=""Chittoor Andhra Pradesh India""; osm=relation/2022304"
Andhra Pradesh,Cuddapah RTA - AP4( 25-APR-2022 ),AP-4,Cuddapah RTA,14.49566,78.834928,0.6000,nominatim,false,"geocoded query=""Cuddapah Andhra Pradesh India""; osm=node/5940735086"
Andhra Pradesh,Darsi UO - AP427( 11-MAY-2022 ),AP-427,Darsi UO,15.76945,79.677654,0.6600,nominatim,false,"geocoded query=""Darsi Andhra Pradesh India""; osm=node/3319071258"
Andhra Pradesh,Devarapalli Unit Office - AP837( 19-AUG-2025 ),AP-837,Devarapalli Unit,17.989443,82.980931,0.6600,nominatim,false,"geocoded query=""Devarapalli Andhra Pradesh India""; osm=node/5559235047"
Andhra Pradesh,Dharamavaram unit office - AP602( 04-DEC-2024 ),AP-602,Dharamavaram unit,15.443418,79.749819,0.6000,nominatim,false,"geocoded query=""Dharamavaram Andhra Pradesh India""; osm=node/5448475168"
Andhra Pradesh,Dhone MVI Office - AP421( 06-MAY-2022 ),AP-421,Dhone,15.396972,77.871848,0.6600,nominatim,false,"geocoded query=""Dhone Andhra Pradesh India""; osm=node/3506621080"
Andhra Pradesh,Gajuwaka RTA - AP231( 06-MAY-2022 ),AP-231,Gajuwaka RTA,17.681398,83.213006,0.6600,nominatim,false,"geocoded query=""Gajuwaka Andhra Pradesh India""; osm=node/3110447461"
Andhra Pradesh,Gudiwada RTA - AP116( 05-MAY-2022 ),AP-116,Gudiwada RTA,16.43476,80.991441,0.6000,nominatim,false,"geocoded query=""Gudiwada Andhra Pradesh India""; osm=node/7116293210"
Andhra Pradesh,Gudur RTA - AP226( 06-MAY-2022 ),AP-226,Gudur RTA,14.145593,79.847451,0.6600,nominatim,false,"geocoded query=""Gudur Andhra Pradesh India""; osm=way/1188915785"
Andhra Pradesh,Guntakal UO - AP202( 06-MAY-2022 ),AP-202,Guntakal UO,15.161358,77.376936,0.6600,nominatim,false,"geocoded query=""Guntakal Andhra Pradesh India""; osm=node/245630496"
Andhra Pradesh,Guntur RTA - AP7( 25-APR-2022 ),AP-7,Guntur RTA,16.291519,80.454159,0.7200,nominatim,false,"geocoded query=""Guntur Andhra Pradesh India""; osm=node/571469929"
Andhra Pradesh,Hindupur RTA - AP102( 25-APR-2022 ),AP-102,Hindupur RTA,13.830613,77.492635,0.6600,nominatim,false,"geocoded query=""Hindupur Andhra Pradesh India""; osm=node/245625010"
Andhra Pradesh,Itchapuram MVI Office - AP130( 12-MAY-2022 ),AP-130,Itchapuram,19.087502,83.643504,0.6000,nominatim,false,"geocoded query=""Itchapuram Andhra Pradesh India""; osm=node/11947283626"
Andhra Pradesh,JANGAREDDYGUDEM RTA - AP237( 06-MAY-2022 ),AP-237,JANGAREDDYGUDEM RTA,17.123821,81.295963,0.6600,nominatim,false,"geocoded query=""JANGAREDDYGUDEM Andhra Pradesh India""; osm=node/245639711"
Andhra Pradesh,Jaggayyapet UO - AP616( 05-MAY-2022 ),AP-616,Jaggayyapet UO,16.891657,80.099302,0.6000,nominatim,false,"geocoded query=""Jaggayyapet Andhra Pradesh India""; osm=node/9527173188"
Andhra Pradesh,Kalyandurg RTO office - AP702( 04-DEC-2024 ),AP-702,Kalyandurg,14.541019,77.215789,0.6000,nominatim,false,"geocoded query=""Kalyandurg Andhra Pradesh India""; osm=relation/10216099"
Andhra Pradesh,Kandukur MVI Office - AP227( 11-MAY-2022 ),AP-227,Kandukur,15.213,79.9071,0.6600,nominatim,false,"geocoded query=""Kandukur Andhra Pradesh India""; osm=node/245630803"
Andhra Pradesh,Kavali UO - AP326( 11-MAY-2022 ),AP-326,Kavali UO,14.913585,79.99269,0.6600,nominatim,false,"geocoded query=""Kavali Andhra Pradesh India""; osm=node/3996292664"
Andhra Pradesh,Kovvuru UO - AP337( 12-MAY-2022 ),AP-337,Kovvuru UO,16.939316,82.196368,0.6000,nominatim,false,"geocoded query=""Kovvuru Andhra Pradesh India""; osm=node/5626613425"
Andhra Pradesh,Kurnool RTA - AP21( 25-APR-2022 ),AP-21,Kurnool RTA,15.830925,78.042537,0.7200,nominatim,false,"geocoded query=""Kurnool Andhra Pradesh India""; osm=node/603465549"
Andhra Pradesh,Macherla MVI Office - AP407( 06-MAY-2022 ),AP-407,Macherla,16.476428,79.43664,0.6600,nominatim,false,"geocoded query=""Macherla Andhra Pradesh India""; osm=node/571542100"
Andhra Pradesh,Mandapeta UO - AP405( 06-MAY-2022 ),AP-405,Mandapeta UO,16.86347,81.930094,0.6600,nominatim,false,"geocoded query=""Mandapeta Andhra Pradesh India""; osm=node/5469871867"
Andhra Pradesh,Mangalagiri MVI Office - AP507( 06-MAY-2022 ),AP-507,Mangalagiri,16.431821,80.568807,0.6600,nominatim,false,"geocoded query=""Mangalagiri Andhra Pradesh India""; osm=node/245636315"
Andhra Pradesh,Markapur UO - AP327( 12-MAY-2022 ),AP-327,Markapur UO,15.74067,79.26985,0.6600,nominatim,false,"geocoded query=""Markapur Andhra Pradesh India""; osm=node/3050166420"
Andhra Pradesh,Nagari MVI office - AP114( 30-NOV-2024 ),AP-114,Nagari,13.320631,79.585294,0.6600,nominatim,false,"geocoded query=""Nagari Andhra Pradesh India""; osm=node/5518552516"
Andhra Pradesh,Nandigama RTA - AP316( 05-MAY-2022 ),AP-316,Nandigama RTA,16.773473,80.285528,0.6600,nominatim,false,"geocoded query=""Nandigama Andhra Pradesh India""; osm=node/245638443"
Andhra Pradesh,Nandyal RTA - AP121( 25-APR-2022 ),AP-121,Nandyal RTA,15.473629,78.480659,0.7200,nominatim,false,"geocoded query=""Nandyal Andhra Pradesh India""; osm=node/245632119"
Andhra Pradesh,Narasaraopet RTA - AP107( 25-APR-2022 ),AP-107,Narasaraopet RTA,16.238924,80.047288,0.6600,nominatim,false,"geocoded query=""Narasaraopet Andhra Pradesh India""; osm=node/6789177864"
Andhra Pradesh,Narsipatnam MVI Office - AP331( 06-MAY-2022 ),AP-331,Narsipatnam,17.671181,82.612437,0.6600,nominatim,false,"geocoded query=""Narsipatnam Andhra Pradesh India""; osm=node/245641560"
Andhra Pradesh,Nellore RTA - AP26( 25-APR-2022 ),AP-26,Nellore RTA,14.449372,79.987376,0.7200,nominatim,false,"geocoded query=""Nellore Andhra Pradesh India""; osm=node/1598973198"
Andhra Pradesh,Nuzvid UO - AP416( 06-MAY-2022 ),AP-416,Nuzvid UO,16.790701,80.84761,0.6600,nominatim,false,"geocoded query=""Nuzvid Andhra Pradesh India""; osm=node/1950499782"
Andhra Pradesh,PALAKONDA RTA - AP230( 12-MAY-2022 ),AP-230,PALAKONDA RTA,18.60368,83.755993,0.6600,nominatim,false,"geocoded query=""PALAKONDA Andhra Pradesh India""; osm=node/245649778"
Andhra Pradesh,PARVATHIPURAM RTO OFFICE - AP135( 25-APR-2022 ),AP-135,PARVATHIPURAM,18.783186,83.427876,0.6600,nominatim,false,"geocoded query=""PARVATHIPURAM Andhra Pradesh India""; osm=node/3315305241"
Andhra Pradesh,Paderu RTA - AP41( 09-JUN-2022 ),AP-41,Paderu RTA,18.079153,82.663223,0.6600,nominatim,false,"geocoded query=""Paderu Andhra Pradesh India""; osm=node/245643475"
Andhra Pradesh,Palakole UO - AP637( 06-MAY-2022 ),AP-637,Palakole UO,15.83333,79.75,0.6200,geonames,false,"geonames=1278629; matched=""State of Andhra Pradesh""; query=""Andhra Pradesh""; feature=ADM1"
Andhra Pradesh,Palamaner MVI Office - AP303( 10-MAY-2022 ),AP-303,Palamaner,13.149038,78.729276,0.6000,nominatim,false,"geocoded query=""Palamaner Andhra Pradesh India""; osm=relation/10240058"
Andhra Pradesh,Palasa MVI Office - AP330( 12-MAY-2022 ),AP-330,Palasa,18.771913,84.409695,0.6600,nominatim,false,"geocoded query=""Palasa Andhra Pradesh India""; osm=node/3426466010"
Andhra Pradesh,Peddapuram MVI Office - AP505( 06-MAY-2022 ),AP-505,Peddapuram,17.075674,82.143316,0.6600,nominatim,false,"geocoded query=""Peddapuram Andhra Pradesh India""; osm=node/245639598"
Andhra Pradesh,Piduguralla UO - AP607( 06-MAY-2022 ),AP-607,Piduguralla UO,16.482233,79.885695,0.6600,nominatim,false,"geocoded query=""Piduguralla Andhra Pradesh India""; osm=node/245636355"
Andhra Pradesh,Piler MVI Office - AP403( 12-MAY-2022 ),AP-403,Piler,13.662599,78.928078,0.6000,nominatim,false,"geocoded query=""Piler Andhra Pradesh India""; osm=node/1764079281"
Andhra Pradesh,Prakasam RTA - AP27( 25-APR-2022 ),AP-27,Prakasam RTA,15.564196,80.006679,0.7200,nominatim,false,"geocoded query=""Prakasam Andhra Pradesh India""; osm=relation/2022278"
Andhra Pradesh,Proddutur RTA - AP204( 06-MAY-2022 ),AP-204,Proddutur RTA,14.74909,78.551372,0.6000,nominatim,false,"geocoded query=""Proddutur Andhra Pradesh India""; osm=way/1255980404"
Andhra Pradesh,Pulivendula MVI Office - AP304( 06-MAY-2022 ),AP-304,Pulivendula,14.422918,78.226595,0.6600,nominatim,false,"geocoded query=""Pulivendula Andhra Pradesh India""; osm=node/2971125561"
Andhra Pradesh,Punganur UO - AP113( 09-JUN-2022 ),AP-113,Punganur UO,13.404284,78.556702,0.6000,nominatim,false,"geocoded query=""Punganur Andhra Pradesh India""; osm=relation/10236637"
Andhra Pradesh,Puttur MVI Office - AP503( 12-MAY-2022 ),AP-503,Puttur,13.438142,79.552214,0.6600,nominatim,false,"geocoded query=""Puttur Andhra Pradesh India""; osm=node/312851862"
Andhra Pradesh,REGIONAL TRANSPORT OFFICE RAMPACHODAVARAM - AP141( 04-APR-2023 ),AP-141,RAMPACHODAVARAM,17.439828,81.775235,0.6600,nominatim,false,"geocoded query=""RAMPACHODAVARAM Andhra Pradesh India""; osm=node/245640761"
Andhra Pradesh,RTA Eluru - AP37( 25-APR-2022 ),AP-37,RTA Eluru,16.710426,81.115382,0.6600,nominatim,false,"geocoded query=""Eluru Andhra Pradesh India""; osm=node/571470318"
Andhra Pradesh,RTA Kakinada - AP5( 25-APR-2022 ),AP-5,RTA Kakinada,16.943738,82.235061,0.7200,nominatim,false,"geocoded query=""Kakinada Andhra Pradesh India""; osm=node/3665399128"
Andhra Pradesh,RTA MACHILIPATNAM - AP216( 25-APR-2022 ),AP-216,RTA MACHILIPATNAM,16.181737,81.134818,0.7200,nominatim,false,"geocoded query=""MACHILIPATNAM Andhra Pradesh India""; osm=node/3478288118"
Andhra Pradesh,RTO KADIRI - AP302( 11-MAY-2022 ),AP-302,KADIRI,14.10823,78.161069,0.6600,nominatim,false,"geocoded query=""KADIRI Andhra Pradesh India""; osm=node/2476581514"
Andhra Pradesh,RTO MADANAPALLE - AP203( 12-MAY-2022 ),AP-203,MADANAPALLE,13.555824,78.501494,0.6600,nominatim,false,"geocoded query=""MADANAPALLE Andhra Pradesh India""; osm=node/3264135244"
Andhra Pradesh,Rajahmundry RTA - AP105( 25-APR-2022 ),AP-105,Rajahmundry RTA,17.005045,81.780473,0.7200,nominatim,false,"geocoded query=""Rajahmundry Andhra Pradesh India""; osm=node/2408119848"
Andhra Pradesh,Rajampet MVI Office - AP404( 12-MAY-2022 ),AP-404,Rajampet,14.19871,79.111034,0.6000,nominatim,false,"geocoded query=""Rajampet Andhra Pradesh India""; osm=relation/10219666"
Andhra Pradesh,Ramachandrapuram UO - AP605( 09-JUN-2022 ),AP-605,Ramachandrapuram UO,16.818555,82.06415,0.6600,nominatim,false,"geocoded query=""Ramachandrapuram Andhra Pradesh India""; osm=relation/10141080"
Andhra Pradesh,Ravulapalem UO - AP705( 06-MAY-2022 ),AP-705,Ravulapalem UO,16.760799,81.843535,0.6600,nominatim,false,"geocoded query=""Ravulapalem Andhra Pradesh India""; osm=node/2282010804"
Andhra Pradesh,Rayachoti MVI Office - AP504( 25-APR-2022 ),AP-504,Rayachoti,15.904653,77.619901,0.6000,nominatim,false,"geocoded query=""Rayachoti Andhra Pradesh India""; osm=node/5533087825"
Andhra Pradesh,Salur MVI Office - AP235( 12-MAY-2022 ),AP-235,Salur,18.517553,83.205039,0.6600,nominatim,false,"geocoded query=""Salur Andhra Pradesh India""; osm=node/245647444"
Andhra Pradesh,Srikakulam RTA - AP30( 25-APR-2022 ),AP-30,Srikakulam RTA,18.294931,83.893884,0.7200,nominatim,false,"geocoded query=""Srikakulam Andhra Pradesh India""; osm=node/245644077"
Andhra Pradesh,Srikalahasthi MVI Office - AP603( 12-MAY-2022 ),AP-603,Srikalahasthi,13.749035,79.688517,0.6000,nominatim,false,"geocoded query=""Srikalahasthi Andhra Pradesh India""; osm=node/11063687810"
Andhra Pradesh,Sullurpet UO - AP426( 11-MAY-2022 ),AP-426,Sullurpet UO,15.83333,79.75,0.6200,geonames,false,"geonames=1278629; matched=""State of Andhra Pradesh""; query=""Andhra Pradesh""; feature=ADM1"
Andhra Pradesh,TENALI RTA - AP707( 06-MAY-2022 ),AP-707,TENALI RTA,16.237773,80.646422,0.6600,nominatim,false,"geocoded query=""TENALI Andhra Pradesh India""; osm=node/245635123"
Andhra Pradesh,Tadepalli Gudem UO - AP437( 06-MAY-2022 ),AP-437,Tadepalli Gudem UO,15.83333,79.75,0.6200,geonames,false,"geonames=1278629; matched=""State of Andhra Pradesh""; query=""Andhra Pradesh""; feature=ADM1"
Andhra Pradesh,Tadipatri UO - AP402( 06-MAY-2022 ),AP-402,Tadipatri UO,14.906956,78.009707,0.6600,nominatim,false,"geocoded query=""Tadipatri Andhra Pradesh India""; osm=node/2953119719"
Andhra Pradesh,Tanuku UO - AP537( 06-MAY-2022 ),AP-537,Tanuku UO,16.752918,81.676046,0.6600,nominatim,false,"geocoded query=""Tanuku Andhra Pradesh India""; osm=node/4125322703"
Andhra Pradesh,Tekkali MVI Office - AP430( 12-MAY-2022 ),AP-430,Tekkali,18.608435,84.231095,0.6600,nominatim,false,"geocoded query=""Tekkali Andhra Pradesh India""; osm=node/3986411587"
Andhra Pradesh,Tirupati RTA - AP103( 25-APR-2022 ),AP-103,Tirupati RTA,13.631637,79.423171,0.7200,nominatim,false,"geocoded query=""Tirupati Andhra Pradesh India""; osm=node/335868152"
Andhra Pradesh,UNIT OFFICE KATHIPUDI - AP305( 06-MAY-2022 ),AP-305,UNIT KATHIPUDI,17.243894,82.333098,0.6000,nominatim,false,"geocoded query=""KATHIPUDI Andhra Pradesh India""; osm=node/2281138686"
Andhra Pradesh,UNIT OFFICE RAYADURG - AP502( 23-JUN-2022 ),AP-502,UNIT RAYADURG,14.699939,76.850043,0.6600,nominatim,false,"geocoded query=""RAYADURG Andhra Pradesh India""; osm=node/5121735282"
Andhra Pradesh,Vijayawada RTA - AP16( 17-FEB-2022 ),AP-16,Vijayawada RTA,16.511531,80.616047,0.7200,nominatim,false,"geocoded query=""Vijayawada Andhra Pradesh India""; osm=node/1880441437"
Andhra Pradesh,Vishakapatnam RTA - AP31( 25-APR-2022 ),AP-31,Vishakapatnam RTA,17.721482,83.290098,0.6000,nominatim,false,"geocoded query=""Vishakapatnam Andhra Pradesh India""; osm=way/402907979"
Andhra Pradesh,Vizianagaram RTA - AP35( 25-APR-2022 ),AP-35,Vizianagaram RTA,18.114126,83.411439,0.7200,nominatim,false,"geocoded query=""Vizianagaram Andhra Pradesh India""; osm=node/245643279"
Andhra Pradesh,Vuyyuru UO - AP516( 05-MAY-2022 ),AP-516,Vuyyuru UO,16.364966,80.842613,0.6600,nominatim,false,"geocoded query=""Vuyyuru Andhra Pradesh India""; osm=node/245635719"
Arunachal Pradesh,ANJAW - AR17( 23-JUL-2021 ),AR-17,ANJAW,28.155386,96.840721,0.6600,nominatim,false,"geocoded query=""ANJAW Arunachal Pradesh India""; osm=relation/9515358"
Arunachal Pradesh,BICHOM - AR28( 23-DEC-2024 ),AR-28,BICHOM,27.3049,92.612276,0.6000,nominatim,false,"geocoded query=""BICHOM Arunachal Pradesh India""; osm=node/10925710466"
Arunachal Pradesh,CHANGLANG - AR12( 11-DEC-2019 ),AR-12,CHANGLANG,27.26988,96.060244,0.6600,nominatim,false,"geocoded query=""CHANGLANG Arunachal Pradesh India""; osm=relation/2027455"
Arunachal Pradesh,DIBANG VALLEY - AR10( 06-JUL-2023 ),AR-10,DIBANG VALLEY,28.829104,95.95541,0.6600,nominatim,false,"geocoded query=""DIBANG VALLEY Arunachal Pradesh India""; osm=relation/2027456"
Arunachal Pradesh,EAST KAMENG - AR5( 06-OCT-2020 ),AR-5,EAST KAMENG,27.557781,93.075301,0.7200,nominatim,false,"geocoded query=""EAST KAMENG Arunachal Pradesh India""; osm=relation/2027347"
Arunachal Pradesh,EAST SIANG - AR9( 21-JUN-2018 ),AR-9,EAST SIANG,28.074222,95.417815,0.7200,nominatim,false,"geocoded query=""EAST SIANG Arunachal Pradesh India""; osm=relation/2027435"
Arunachal Pradesh,ITANAGAR CAPITAL REGION - AR1( 09-OCT-2017 ),AR-1,ITANAGAR CAPITAL REGION,27.06,93.37,0.6200,geonames,false,"geonames=1278341; matched=""State of Arunachal Pradesh""; query=""Arunachal Pradesh""; feature=ADM1"
Arunachal Pradesh,KAMLE - AR23( 08-FEB-2021 ),AR-23,KAMLE,27.731233,94.096466,0.6600,nominatim,false,"geocoded query=""KAMLE Arunachal Pradesh India""; osm=relation/9516226"
Arunachal Pradesh,KEYI PANYOR - AR27( 23-DEC-2024 ),AR-27,KEYI PANYOR,27.506445,93.73357,0.6000,nominatim,false,"geocoded query=""KEYI PANYOR Arunachal Pradesh India""; osm=relation/19969417"
Arunachal Pradesh,KRA-DAADI - AR19( 05-SEP-2022 ),AR-19,KRA DAADI,27.963542,93.766565,0.6600,nominatim,false,"geocoded query=""KRA DAADI Arunachal Pradesh India""; osm=relation/9516234"
Arunachal Pradesh,KURUNG KUMEY - AR15( 10-AUG-2020 ),AR-15,KURUNG KUMEY,27.986368,93.157835,0.6600,nominatim,false,"geocoded query=""KURUNG KUMEY Arunachal Pradesh India""; osm=relation/3841144"
Arunachal Pradesh,LEPARADA - AR25( 07-SEP-2022 ),AR-25,LEPARADA,27.06,93.37,0.6200,geonames,false,"geonames=1278341; matched=""State of Arunachal Pradesh""; query=""Arunachal Pradesh""; feature=ADM1"
Arunachal Pradesh,LOHIT - AR11( 16-JUL-2018 ),AR-11,LOHIT,28.035016,96.171352,0.7200,nominatim,false,"geocoded query=""LOHIT Arunachal Pradesh India""; osm=relation/2027457"
Arunachal Pradesh,LONGDING - AR18( 24-MAY-2021 ),AR-18,LONGDING,26.879455,95.315565,0.6600,nominatim,false,"geocoded query=""LONGDING Arunachal Pradesh India""; osm=relation/9516202"
Arunachal Pradesh,LOWER DIBANG VALLEY - AR16( 30-JUL-2018 ),AR-16,LOWER DIBANG VALLEY,28.214956,95.878774,0.6600,nominatim,false,"geocoded query=""LOWER DIBANG VALLEY Arunachal Pradesh India""; osm=relation/9515443"
Arunachal Pradesh,LOWER SIANG - AR22( 29-AUG-2022 ),AR-22,LOWER SIANG,27.800698,94.565023,0.6600,nominatim,false,"geocoded query=""LOWER SIANG Arunachal Pradesh India""; osm=relation/9516096"
Arunachal Pradesh,LOWER SUBANSIRI - AR6( 05-FEB-2019 ),AR-6,LOWER SUBANSIRI,27.605975,93.866971,0.7200,nominatim,false,"geocoded query=""LOWER SUBANSIRI Arunachal Pradesh India""; osm=relation/2027356"
Arunachal Pradesh,NAMSAI - AR20( 26-JUL-2019 ),AR-20,NAMSAI,27.714031,96.015971,0.6600,nominatim,false,"geocoded query=""NAMSAI Arunachal Pradesh India""; osm=relation/9515359"
Arunachal Pradesh,PAKKE-KESANG - AR24( 15-FEB-2023 ),AR-24,PAKKE KESANG,27.06,93.37,0.6200,geonames,false,"geonames=1278341; matched=""State of Arunachal Pradesh""; query=""Arunachal Pradesh""; feature=ADM1"
Arunachal Pradesh,SHI-YOMI - AR26( 18-JUL-2019 ),AR-26,SHI YOMI,28.685166,94.236782,0.6600,nominatim,false,"geocoded query=""SHI YOMI Arunachal Pradesh India""; osm=relation/9516095"
Arunachal Pradesh,SIANG - AR21( 21-MAR-2022 ),AR-21,SIANG,28.477492,94.816557,0.6600,nominatim,false,"geocoded query=""SIANG Arunachal Pradesh India""; osm=relation/9516098"
Arunachal Pradesh,STATE TRANSPORT AUTHORITY - AR99( 27-APR-2021 ),AR-99,STATE AUTHORITY,27.06,93.37,0.6800,geonames,false,"geonames=1278341; matched=""State of Arunachal Pradesh""; query=""Arunachal Pradesh""; feature=ADM1"
Arunachal Pradesh,TAWANG - AR3( 25-JUL-2018 ),AR-3,TAWANG,27.587919,91.863733,0.6000,nominatim,false,"geocoded query=""TAWANG Arunachal Pradesh India""; osm=node/342097760"
Arunachal Pradesh,TIRAP - AR13( 15-OCT-2018 ),AR-13,TIRAP,27.030169,95.497917,0.7200,nominatim,false,"geocoded query=""TIRAP Arunachal Pradesh India""; osm=relation/2027458"
Arunachal Pradesh,UPPER SIANG - AR14( 06-FEB-2019 ),AR-14,UPPER SIANG,28.731205,95.037732,0.6600,nominatim,false,"geocoded query=""UPPER SIANG Arunachal Pradesh India""; osm=relation/2027436"
Arunachal Pradesh,UPPER SUBANSIRI - AR7( 30-JUL-2019 ),AR-7,UPPER SUBANSIRI,28.259605,94.093811,0.6600,nominatim,false,"geocoded query=""UPPER SUBANSIRI Arunachal Pradesh India""; osm=relation/2027358"
Arunachal Pradesh,WEST KAMENG - AR4( 21-JUN-2018 ),AR-4,WEST KAMENG,27.291585,92.461917,0.7200,nominatim,false,"geocoded query=""WEST KAMENG Arunachal Pradesh India""; osm=relation/3841146"
Arunachal Pradesh,WEST SIANG - AR8( 29-OCT-2018 ),AR-8,WEST SIANG,28.197092,94.48407,0.6600,nominatim,false,"geocoded query=""WEST SIANG Arunachal Pradesh India""; osm=relation/2027359"
Arunachal Pradesh,YUPIA - AR2( 22-JAN-2020 ),AR-2,YUPIA,27.146228,93.7206,0.6000,nominatim,false,"geocoded query=""YUPIA Arunachal Pradesh India""; osm=node/1696831494"
Assam,BAJALI - AS36( 20-MAR-2026 ),AS-36,BAJALI,26.540681,91.168727,0.6600,nominatim,false,"geocoded query=""BAJALI Assam India""; osm=relation/16704179"
Assam,BARPETA - AS15( 29-DEC-2016 ),AS-15,BARPETA,26.345941,91.039708,0.7200,nominatim,false,"geocoded query=""BARPETA Assam India""; osm=relation/1791158"
Assam,BASKA - AS28( 13-NOV-2017 ),AS-28,BASKA,26.67582,91.338823,0.6000,nominatim,false,"geocoded query=""BASKA Assam India""; osm=relation/10044735"
Assam,BISWANATH CHARIALI - AS32( 08-AUG-2019 ),AS-32,BISWANATH CHARIALI,26.72667,93.147765,0.6000,nominatim,false,"geocoded query=""BISWANATH CHARIALI Assam India""; osm=node/7153386768"
